b12	b3	b4	b5	r12	delta3	delta4	delta5
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.256	0.349	0.429	0.98	-5.488	-0.36	-0.905
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.523	0.258	0.35	0.426	0.979	-5.473	-0.38	-0.87
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
0.524	0.257	0.349	0.431	0.979	-5.467	-0.367	-0.884
